control_number	control_name	category	question_id	question	guidance	auditor_focus	evidence_type	answer_type	what_good_looks_like	red_flags	nc_pattern	severity	primary_persona	related_controls	cps234_ref	cps230_ref
8.7	Protection from Malware	Technological Controls	1	Is anti-malware deployed across all endpoints?	Anti-malware coverage review. Look for: coverage rate target 100%; solution deployed; central management; compliance monitoring.	What is current deployment coverage?	CONFIG; RECORD; REPORT	Document	Anti-malware deployed with 100% coverage target and solution documented and centrally managed and compliance monitored and gaps addressed	Coverage below target; Solution outdated; Not centrally managed; No compliance monitoring; Gaps ignored	Anti-malware not deployed to all endpoints or coverage below target.	High	Auditor	8.1; 8.16; 5.9	15; 21a; 21b; 21d	
8.7	Protection from Malware	Technological Controls	2	Are signatures and definitions updated automatically?	Update process review. Look for: automatic update frequency; compliance monitoring; offline device handling; update verification.	How current are definitions?	CONFIG; RECORD	Document	Automatic updates configured and update frequency adequate and compliance monitored and offline devices addressed and verification in place	Manual updates; Infrequent updates; Compliance not monitored; Offline devices ignored; No verification	Malware signatures and definitions not updated automatically or not current.	High	Auditor	8.1; 8.9; 5.37	15; 21a; 21b; 21d	
8.7	Protection from Malware	Technological Controls	3	Is malware scanning performed on email and web traffic?	Gateway protection review. Look for: email gateway scanning; web proxy scanning; sandboxing capability; detonation for suspicious content.	What gateway protections exist?	CONFIG; RECORD	Document	Email gateway scanning and web proxy scanning and sandboxing capability and detonation for suspicious and coverage complete	No email scanning; No web scanning; No sandboxing; No detonation; Coverage gaps	Email and web traffic not scanned for malware at gateway level.	High	Auditor	8.22; 8.23; 5.14	15; 21a; 21b; 21d	
8.7	Protection from Malware	Technological Controls	4	How are malware detections handled?	Detection response review. Look for: alert triage process; investigation procedures; containment actions; remediation; reporting.	Walk me through a recent detection.	PROCEDURE; RECORD	Document	Alert triage process documented and investigation procedures and containment actions defined and remediation tracked and reporting to management	No triage process; No investigation procedures; No containment; Remediation not tracked; No reporting	Malware detection response process not defined or not followed.	High	Advisor	5.24; 5.26; 8.16	15; 21a; 21b; 21d	
8.7	Protection from Malware	Technological Controls	5	Is user awareness training provided for malware?	Malware awareness review. Look for: training content on malware; phishing simulations; suspicious file handling; reporting procedures.	What malware topics are covered in training?	RECORD; PROCEDURE	Document	Training content includes malware awareness and phishing simulations conducted and suspicious file handling covered and reporting procedures included and refreshed regularly	No malware training; No phishing simulations; File handling not covered; Reporting unclear; Not refreshed	User awareness training does not adequately cover malware threats and response.	Medium	Advisor	6.3; 6.8; 5.24	15; 21a; 21b; 21d	
8.7	Protection from Malware	Technological Controls	6	Describe your patch management process.	Patch management review. Look for: patch identification process; testing requirements; deployment procedures; emergency procedures; rollback capability.	How are patches identified and deployed?	PROCEDURE; RECORD	Document	Patch identification process documented and testing before deployment and deployment procedures and emergency patching and rollback capability	No identification process; No testing; Procedures undefined; No emergency process; No rollback	Patch management process not documented or key steps missing.	High	Advisor	8.8; 8.9; 5.37	15; 21a; 21b; 21d	
8.7	Protection from Malware	Technological Controls	7	What are your patching SLAs?	Patching SLA review. Look for: critical patches 7 to 14 days; high patches 30 days; medium patches 60 days; compliance metrics; exception handling.	Are SLAs being met?	POLICY; RECORD; REPORT	Document	Patching SLAs documented with critical 7 to 14 days and high 30 days and medium 60 days and compliance metrics tracked and exceptions documented	No SLAs; Timeframes too long; Compliance not tracked; Metrics not reported; Exceptions uncontrolled	Patching SLAs not defined or compliance not tracked against timeframes.	High	Analyst	8.8; RQ9; 5.35	15; 21a; 21b; 21d	
8.7	Protection from Malware	Technological Controls	8	How often is penetration testing conducted?	Penetration testing schedule review. Look for: annual minimum frequency; scope defined; qualified testers; methodology documented.	When was the last pen test?	RECORD; REPORT; CONTRACT	Document	Annual or more frequent testing and scope covers critical systems and qualified testers engaged and methodology documented and management approved	Less than annual; Scope limited; Unqualified testers; No methodology; Not approved	Penetration testing not conducted annually or scope insufficient.	High	Auditor	8.8; 8.29; 5.35	15; 21a; 21b; 21d	
8.7	Protection from Malware	Technological Controls	9	How are penetration test findings remediated?	Finding remediation review. Look for: finding tracking; remediation timelines; verification testing; retest results.	Are pen test findings closed?	RECORD; REPORT	Document	Findings tracked in register and remediation timelines defined and verification testing conducted and retest confirms closure and management reporting	Findings not tracked; No timelines; No verification; No retest; No reporting	Penetration test findings not tracked or remediation not verified.	High	Auditor	8.8; RQ10; 5.36	15; 21a; 21b; 21d	
8.7	Protection from Malware	Technological Controls	10	Is vulnerability scanning conducted regularly?	Vulnerability scanning review. Look for: scan frequency; coverage; finding prioritisation; remediation tracking; trend reporting.	What is your vulnerability scan frequency?	CONFIG; RECORD; REPORT	Document	Regular scanning minimum monthly and comprehensive coverage and risk-based prioritisation and remediation tracked and trends reported	Infrequent scanning; Limited coverage; No prioritisation; Remediation not tracked; No trends	Vulnerability scanning not conducted regularly or coverage insufficient.	High	Analyst	8.8; 8.1; 5.9	15; 21a; 21b; 21d	
8.8	Management of Technical Vulnerabilities	Technological Controls	1	Describe your vulnerability management program.	VM program review. Look for: documented program; scanning tools; frequency defined; finding management; remediation workflow.	Is VM a formal program?	POLICY; PROCEDURE	Document	Documented VM program and scanning tools deployed and frequency defined and finding management process and remediation workflow and ownership assigned	No documented program; Ad-hoc scanning; Frequency undefined; No finding management; No workflow	Vulnerability management not established as formal documented program.	High	Auditor	5.7; 8.7; 5.1	15; 21a; 21b; 21d	
8.8	Management of Technical Vulnerabilities	Technological Controls	2	How are vulnerabilities prioritised?	Prioritisation methodology review. Look for: risk-based approach; CVSS scoring used; business impact consideration; exploitability assessment; asset criticality factored.	How is priority determined?	PROCEDURE; MATRIX	Document	Risk-based prioritisation and CVSS scoring applied and business impact considered and exploitability assessed and asset criticality factored and documented rationale	No prioritisation; CVSS not used; Business impact ignored; Exploitability not assessed; No documentation	Vulnerability prioritisation not risk-based or methodology not documented.	High	Advisor	RQ6; 5.9; 5.7	15; 21a; 21b; 21d	
8.8	Management of Technical Vulnerabilities	Technological Controls	3	What are your remediation SLAs?	SLA documentation review. Look for: timeframes by severity; compliance tracking; exception process; escalation procedures.	Are SLAs documented and met?	POLICY; RECORD; REPORT	Document	SLAs by severity documented and compliance tracked and exception process defined and escalation procedures and reporting to management	No SLAs; Compliance not tracked; No exception process; No escalation; No reporting	Vulnerability remediation SLAs not documented or compliance not tracked.	High	Auditor	RQ9; 5.35; 8.7	15; 21a; 21b; 21d	
8.8	Management of Technical Vulnerabilities	Technological Controls	4	How is software installation restricted?	Installation restriction review. Look for: admin rights restricted; software approval process; whitelist management; unauthorised software detection.	Can users install software freely?	CONFIG; PROCEDURE	Document	Admin rights restricted and software approval process and whitelist or application control and unauthorised detection and enforcement verified	Unrestricted admin; No approval process; No whitelist; No detection; Not enforced	Software installation not restricted or unauthorised software not detected.	High	Auditor	8.19; 8.9; 5.15	15; 21a; 21b; 21d	
8.8	Management of Technical Vulnerabilities	Technological Controls	5	How is patch compliance monitored?	Compliance monitoring review. Look for: compliance dashboards; non-compliant device handling; reporting frequency; trend tracking.	What is current patch compliance rate?	CONFIG; RECORD; REPORT	Document	Compliance dashboards available and non-compliant devices addressed and regular reporting and trend tracking and management visibility	No dashboards; Non-compliant devices ignored; No reporting; No trends; No visibility	Patch compliance not monitored or non-compliant devices not addressed.	High	Analyst	8.7; 8.16; RQ9	15; 21a; 21b; 21d	
8.9	Configuration Management	Technological Controls	1	Are security baselines documented?	Baseline documentation review. Look for: hardening standards documented; CIS benchmarks or equivalent; custom standards justified; coverage of system types.	What baseline standards are used?	POLICY; PROCEDURE	Document	Hardening standards documented and based on CIS or equivalent and custom standards justified and coverage of all system types and regularly reviewed	No baselines; Not based on standards; Unjustified custom; Limited coverage; Not reviewed	Security configuration baselines not documented or not based on recognised standards.	High	Auditor	5.1; 8.32; 5.37	15; 18; 21	
8.9	Configuration Management	Technological Controls	2	How is configuration compliance monitored?	Compliance monitoring review. Look for: configuration scanning; drift detection capability; compliance reporting; alerting on deviations.	Is configuration drift detected?	CONFIG; RECORD; REPORT	Document	Configuration scanning implemented and drift detection and compliance reporting and alerting on deviations and remediation tracked	No scanning; No drift detection; No reporting; No alerting; No remediation	Configuration compliance not monitored or drift not detected.	High	Auditor	8.16; 8.32; 5.35	15; 18; 21	
8.9	Configuration Management	Technological Controls	3	How are configuration changes controlled?	Change control review. Look for: change management process; approval requirements; testing before deployment; rollback capability.	Are config changes change-managed?	PROCEDURE; RECORD	Document	Change management for config changes and approval required and testing conducted and rollback capability and audit trail maintained	No change management; No approval; No testing; No rollback; No audit trail	Configuration changes not subject to change management process.	High	Auditor	8.32; 5.37; 5.3	15; 18; 21	
8.9	Configuration Management	Technological Controls	4	Are default configurations removed?	Default removal review. Look for: default credentials changed; unnecessary services removed; unnecessary ports closed; verification conducted.	Have defaults been removed?	CONFIG; RECORD	Document	Default credentials changed and unnecessary services removed and ports closed and verification conducted and documented and regularly checked	Defaults unchanged; Services not removed; Ports open; No verification; Not documented	Default configurations not removed or verification not conducted.	High	Auditor	8.5; 8.20; 5.37	15; 18; 21	
8.9	Configuration Management	Technological Controls	5	Is Infrastructure as Code used?	IaC implementation review. Look for: IaC implementation; version control of infrastructure; security scanning tools such as Checkov or tfsec; automated deployment.	Is infrastructure defined as code?	CONFIG; PROCEDURE	Document	IaC implemented and version controlled and security scanning integrated and automated deployment and audit trail maintained	No IaC; Not version controlled; No security scanning; Manual deployment; No audit trail	Infrastructure as Code not implemented or not scanned for security issues.	Medium	Advisor	8.25; 8.32; 5.37	15; 18; 21	
8.10	Information Deletion	Technological Controls	1	Provide your data deletion policy.	Deletion policy review. Look for: retention periods defined; deletion triggers documented; deletion methods specified; verification procedures.	When should data be deleted?	POLICY; PROCEDURE	Document	Data deletion policy documented and retention periods defined and deletion triggers and deletion methods specified and verification procedures	No deletion policy; Retention undefined; Triggers unclear; Methods not specified; No verification	Data deletion policy not documented or retention periods not defined.	High	Auditor	5.12; 5.34; 5.1	21c	
8.10	Information Deletion	Technological Controls	2	How is deletion verified as complete?	Deletion verification review. Look for: verification procedures; backup consideration; audit trails; certificates where appropriate.	How do you confirm data is deleted?	PROCEDURE; RECORD	Document	Verification procedures documented and backup deletion addressed and audit trails maintained and certificates for sensitive data and regular audits	No verification; Backups ignored; No audit trails; No certificates; No audits	Data deletion verification procedures not defined or not followed.	High	Auditor	8.13; 7.10; 7.14	21c	
8.10	Information Deletion	Technological Controls	3	What secure deletion methods are used?	Deletion methods review. Look for: data sanitisation standards such as NIST SP 800-88; crypto-shredding capability; physical destruction where required.	What deletion methods are approved?	PROCEDURE; POLICY	Document	Sanitisation standards documented and aligned with NIST SP 800-88 or equivalent and crypto-shredding and physical destruction options and method selection criteria	No standards; Not aligned with NIST; No crypto-shred; No physical option; No criteria	Secure deletion methods not documented or not aligned with recognised standards.	High	Advisor	7.10; 7.14; 8.24	21c	
8.10	Information Deletion	Technological Controls	4	How is deletion from backups managed?	Backup deletion review. Look for: backup retention alignment; deletion from archives; verification of backup deletion; timing considerations.	Is data deleted from backups too?	PROCEDURE; RECORD	Document	Backup retention aligned with deletion policy and deletion from archives addressed and verification conducted and timing documented and challenges acknowledged	Backups misaligned; Archives ignored; No verification; Timing unclear; Challenges not addressed	Data deletion from backups not addressed or verification not conducted.	High	Advisor	8.13; 5.34; 5.31	21c	
8.10	Information Deletion	Technological Controls	5	How are data subject deletion requests handled?	DSR deletion review. Look for: request handling process; scope of deletion; confirmation to requestor; documentation of completion.	Can you demonstrate deletion for a request?	PROCEDURE; RECORD	Document	Request handling process documented and scope defined and confirmation provided and completion documented and timely response and audit trail	No process; Scope unclear; No confirmation; Not documented; Delayed response; No audit trail	Data subject deletion requests not handled according to documented process.	High	Advisor	5.34; 5.31; 5.1	21c	
8.11	Data Masking	Technological Controls	1	Where is data masking applied?	Masking coverage review. Look for: masking use cases documented; covered data types; implementation approach; effectiveness verification.	What data is masked?	PROCEDURE; RECORD	Document	Masking use cases documented and data types identified and implementation approach defined and effectiveness verified and regularly reviewed	No use cases documented; Data types unclear; Approach undefined; Not verified; Not reviewed	Data masking use cases not documented or coverage not verified.	High	Advisor	5.12; 8.33; 8.31	21b; 21c	
8.11	Data Masking	Technological Controls	2	Is production data masked in non-production environments?	Non-production masking review. Look for: test data management policy; development data protection; masking verification; synthetic data use where appropriate.	Does test data contain real PII?	CONFIG; PROCEDURE; RECORD	Document	No production PII in non-production and masking applied and verification conducted and synthetic data where appropriate and policy documented	Real PII in test; No masking; No verification; No synthetic data option; No policy	Production data not masked in non-production environments.	High	Auditor	8.31; 8.33; 5.34	21b; 21c	
8.11	Data Masking	Technological Controls	3	Are masking rules documented?	Masking rules review. Look for: masking specifications; consistent application; reversibility controls where needed; rule maintenance.	Are masking rules auditable?	PROCEDURE; RECORD	Document	Masking specifications documented and consistent application and reversibility controlled and rules maintained and audit trail of changes	No specifications; Inconsistent application; Reversibility uncontrolled; Rules not maintained; No audit trail	Data masking rules not documented or inconsistently applied.	Medium	Auditor	8.33; 5.12; 5.37	21b; 21c	
8.11	Data Masking	Technological Controls	4	Is masked data validated for usefulness?	Masked data validation review. Look for: functional testing of masked data; format preservation where needed; referential integrity maintained.	Does masked data work for testing?	PROCEDURE; RECORD	Interview	Functional testing conducted and format preserved where needed and referential integrity and usefulness verified and feedback incorporated	No functional testing; Format broken; Integrity lost; Usefulness not verified; No feedback	Masked data not validated for functional usefulness in testing.	Medium	Advisor	8.33; 8.29; 8.31	21b; 21c	
8.11	Data Masking	Technological Controls	5	How is masking compliance verified?	Masking compliance review. Look for: verification of masking application; audit of non-production data; compliance checks; regular review.	How do you know masking is applied?	PROCEDURE; RECORD; REPORT	Document	Verification procedures for masking and non-production audits and compliance checks conducted and regular review and remediation tracked	No verification; No audits; No compliance checks; No review; Remediation not tracked	Data masking compliance not verified or non-production environments not audited.	High	Auditor	8.33; 5.36; RQ9	21b; 21c	
8.12	Data Leakage Prevention	Technological Controls	1	Are DLP controls implemented?	DLP deployment review. Look for: DLP tools deployed; coverage of endpoint and network and cloud; policies configured; central management.	What DLP solution is used?	CONFIG; RECORD	Document	DLP solution deployed and coverage of endpoint and network and cloud and policies configured and centrally managed and monitored	No DLP solution; Limited coverage; Policies not configured; Not centrally managed; Not monitored	DLP controls not implemented or coverage insufficient.	High	Auditor	5.12; 8.15; 8.3	21a; 21b; 21c	
8.12	Data Leakage Prevention	Technological Controls	2	What data types are monitored?	Data monitoring scope review. Look for: sensitive data patterns defined; classification integration; custom rules for organisation data; detection coverage.	What data patterns are detected?	CONFIG; PROCEDURE	Document	Sensitive data patterns defined and integrated with classification and custom rules for specific data and detection coverage verified and regularly updated	Patterns not defined; No classification integration; No custom rules; Coverage not verified; Not updated	DLP data type monitoring not comprehensive or not integrated with classification.	High	Advisor	5.12; 8.3; 5.34	21a; 21b; 21c	
8.12	Data Leakage Prevention	Technological Controls	3	How are DLP alerts handled?	Alert handling review. Look for: alert triage process; investigation procedures; false positive handling; escalation paths.	What happens when DLP alerts?	PROCEDURE; RECORD	Document	Alert triage process documented and investigation procedures and false positive handling and escalation defined and tracked to closure	No triage process; No investigation; False positives ignored; No escalation; Not tracked	DLP alerts not handled according to documented triage and investigation process.	High	Advisor	5.24; 8.16; 6.4	21a; 21b; 21c	
8.12	Data Leakage Prevention	Technological Controls	4	Is DLP in prevention or detection mode?	DLP mode review. Look for: blocking capability; user notification; exception process; business impact assessment.	Does DLP block or just detect?	CONFIG; POLICY	Document	Mode appropriate to data sensitivity and user notification and exception process and business impact assessed and justified decision	Mode inappropriate; No notification; No exceptions; Impact not assessed; Decision not justified	DLP mode not appropriate to data sensitivity or exception process not defined.	Medium	Advisor	5.1; 5.12; 6.3	21a; 21b; 21c	
8.12	Data Leakage Prevention	Technological Controls	5	Are all exfiltration channels covered?	Channel coverage review. Look for: email coverage; web coverage; USB coverage; cloud storage coverage; printing and screenshots where appropriate.	What channels are monitored?	CONFIG; RECORD	Document	Email and web and USB and cloud storage and printing covered and screenshots where appropriate and coverage verified and gaps addressed	Email missing; Web missing; USB missing; Cloud missing; Printing missing; Gaps not addressed	DLP does not cover all potential data exfiltration channels.	High	Auditor	8.1; 8.22; 5.14	21a; 21b; 21c	
8.13	Information Backup	Technological Controls	1	Provide your backup policy.	Backup policy review. Look for: scope of backups; frequency defined; retention periods; testing requirements; offsite storage requirements.	Is backup policy comprehensive?	POLICY; PROCEDURE	Document	Comprehensive backup policy and scope defined and frequency appropriate and retention periods and testing requirements and offsite storage	No backup policy; Scope unclear; Frequency inadequate; Retention undefined; No testing requirement	Backup policy not documented or not comprehensive.	High	Auditor	5.30; 8.14; 5.1	21b	
8.13	Information Backup	Technological Controls	2	Are backups performed as scheduled?	Backup execution review. Look for: backup monitoring; completion rates; failure handling; alerting on failures.	What is backup success rate?	CONFIG; RECORD; REPORT	Document	Backup monitoring active and high completion rates and failure handling documented and alerting configured and success rate reported	No monitoring; Low completion rate; Failures not handled; No alerting; Success not tracked	Backups not performed as scheduled or failures not detected and addressed.	High	Auditor	8.16; 5.30; 5.37	21b	
8.13	Information Backup	Technological Controls	3	How often are backups tested?	Backup testing review. Look for: restoration testing schedule minimum quarterly; test results documented; time to restore measured; verification of integrity.	When was restoration last tested?	RECORD; REPORT	Document	Quarterly or more frequent testing and results documented and time to restore measured and integrity verified and issues addressed	Infrequent testing; Results not documented; Time not measured; Integrity not verified; Issues not addressed	Backup restoration not tested at required frequency or results not documented.	High	Auditor	5.30; RQ9; 5.35	21b	
8.13	Information Backup	Technological Controls	4	How are backups protected?	Backup protection review. Look for: encryption of backups; access controls; offsite or air-gapped storage; immutability where appropriate.	Are backups encrypted?	CONFIG; RECORD	Document	Backups encrypted and access controlled and offsite or air-gapped and immutability where appropriate and protection verified	Backups not encrypted; Access uncontrolled; Not offsite; No immutability; Protection not verified	Backups not adequately protected through encryption and access controls.	High	Auditor	8.24; 5.15; 7.9	21b	
8.13	Information Backup	Technological Controls	5	Is there geographically separate backup storage?	Geographic separation review. Look for: offsite location; distance from primary appropriate; transfer security; recovery capability from offsite.	Where are backups stored?	CONFIG; RECORD	Document	Offsite location documented and appropriate distance and secure transfer and recovery capability tested and location security verified	No offsite; Insufficient distance; Transfer insecure; Recovery not tested; Location insecure	Geographically separate backup storage not implemented or recovery not tested.	High	Auditor	5.30; 7.9; 7.5	21b	
8.14	Redundancy of Information Processing Facilities	Technological Controls	1	Is redundancy implemented for critical systems?	Redundancy implementation review. Look for: high availability architecture; redundant components; failover capability; availability targets defined.	What is your availability SLA?	CONFIG; RECORD	Document	HA architecture documented and redundant components and failover capability and availability targets defined and alignment verified	No HA; No redundancy; No failover; Targets undefined; Alignment not verified	Redundancy not implemented for critical information processing systems.	High	Auditor	5.30; 8.13; 5.29	21c	
8.14	Redundancy of Information Processing Facilities	Technological Controls	2	Are single points of failure identified?	SPOF analysis review. Look for: SPOF analysis conducted; mitigation measures; residual risk acceptance; monitoring of SPOFs.	What SPOFs exist?	REGISTER; REPORT	Document	SPOF analysis documented and mitigation measures and residual risk accepted and monitoring in place and regular review	No SPOF analysis; No mitigation; Risk not accepted; No monitoring; Not reviewed	Single points of failure not identified or mitigation measures not implemented.	High	Advisor	RQ6; 5.30; 8.13	21c	
8.14	Redundancy of Information Processing Facilities	Technological Controls	3	How often is failover tested?	Failover testing review. Look for: testing schedule; test results; time to failover measured; recovery verification; issues addressed.	When was failover last tested?	RECORD; REPORT	Document	Regular testing schedule and results documented and time to failover measured and recovery verified and issues addressed and lessons learned	No testing schedule; Results not documented; Time not measured; Recovery not verified; Issues not addressed	Failover not tested at required frequency or test results not documented.	High	Auditor	5.30; 8.13; RQ9	21c	
8.14	Redundancy of Information Processing Facilities	Technological Controls	4	Is there geographic redundancy?	Geographic redundancy review. Look for: multi-region deployment; DR site capability; data replication; failover procedures documented.	Where is your DR site?	CONFIG; PROCEDURE	Document	Multi-region or DR site and data replication and failover procedures documented and regularly tested and RTO and RPO defined	No geographic redundancy; No DR site; No replication; Procedures not documented; RTO and RPO undefined	Geographic redundancy not implemented or DR capability not documented.	High	Auditor	5.30; 5.29; 7.5	21c	
8.14	Redundancy of Information Processing Facilities	Technological Controls	5	Are redundancy requirements aligned with business needs?	Business alignment review. Look for: availability requirements documented; SLA commitments; architecture alignment; gap analysis conducted.	Do you meet business availability needs?	MATRIX; RECORD	Document	Availability requirements documented and SLA commitments clear and architecture aligned and gap analysis and remediation tracked	Requirements not documented; SLA unclear; Architecture misaligned; No gap analysis; Gaps not addressed	Redundancy architecture not aligned with documented business availability requirements.	High	Advisor	5.29; RQ6; 5.30	21c	
8.15	Logging	Technological Controls	1	What security events are logged?	Log coverage review. Look for: authentication events; authorisation events; configuration changes; data access; administrative activity.	Are all critical events logged?	CONFIG; PROCEDURE	Document	Authentication and authorisation and configuration and data access and admin activity logged and coverage documented and gaps identified	Authentication not logged; Authorisation gaps; Config changes missing; Data access not logged; Admin gaps	Security event logging coverage insufficient for critical event types.	Critical	Auditor	8.16; 5.28; 8.2	21a	
8.15	Logging	Technological Controls	2	Do logs contain required information?	Log content review. Look for: user ID; timestamp; event type; source IP; success or failure; affected resource.	Can you identify who did what when?	CONFIG; RECORD	Document	User ID and timestamp and event type and source IP and success or failure and resource and consistent format	User ID missing; No timestamp; Event type unclear; No source IP; No outcome; Resource not identified	Logs do not contain required fields to identify who did what when.	High	Auditor	8.17; 5.28; 8.34	21a	
8.15	Logging	Technological Controls	3	Are logs centrally aggregated?	Log aggregation review. Look for: SIEM or log platform; collection from all sources; storage architecture; search capability.	Is there a central log repository?	CONFIG; RECORD	Document	SIEM or log platform deployed and collection from all sources and adequate storage and search capability and retention appropriate	No SIEM; Collection gaps; Inadequate storage; No search; Retention insufficient	Logs not centrally aggregated or collection coverage insufficient.	High	Auditor	8.16; 8.34; 5.9	21a	
8.15	Logging	Technological Controls	4	How are logs protected from tampering?	Log integrity review. Look for: integrity protection mechanisms; access controls on logs; immutable storage where appropriate; tampering detection.	Can logs be modified?	CONFIG; PROCEDURE	Document	Integrity protection and access controls and immutable storage where appropriate and tampering detection and audit of log access	No integrity protection; Unrestricted access; Mutable storage; No tampering detection; No audit	Logs not protected from tampering or integrity not verifiable.	High	Auditor	8.34; 5.28; 5.15	21a	
8.15	Logging	Technological Controls	5	What is log retention period?	Log retention review. Look for: minimum 12 months recommended; storage management; regulatory alignment; policy documentation.	Is 12-month retention achieved?	POLICY; CONFIG; RECORD	Document	Minimum 12 months retention and storage managed and regulatory aligned and policy documented and compliance monitored	Less than 12 months; Storage issues; Regulatory misalignment; Policy undocumented; Compliance not monitored	Log retention period below recommended 12 months or not aligned with requirements.	Critical	Auditor	5.31; 8.34; 5.1	21a	
8.15	Logging	Technological Controls	6	Are clocks synchronised for accurate timestamps?	Clock synchronisation review. Look for: NTP configuration; synchronisation verification; time zone consistency; drift monitoring.	Are timestamps reliable?	CONFIG; RECORD	Document	NTP configured and synchronisation verified and time zones consistent and drift monitored and documented standards	No NTP; Sync not verified; Time zones inconsistent; Drift not monitored; Standards unclear	Clock synchronisation not configured or timestamps not reliable.	High	Auditor	8.17; 8.34; 5.37	21a	
8.16	Monitoring Activities	Technological Controls	1	Is continuous monitoring implemented?	Monitoring capability review. Look for: monitoring tools deployed; coverage of systems; 24x7 capability where required; SOC operations if applicable.	Is monitoring 24x7?	CONFIG; RECORD	Document	Monitoring tools deployed and comprehensive coverage and 24x7 where required and SOC or equivalent and documented procedures	No monitoring tools; Limited coverage; Not 24x7; No SOC; Procedures undocumented	Continuous monitoring not implemented or coverage insufficient.	High	Auditor	8.15; 5.24; 8.7	21a; 21b; 21d	
8.16	Monitoring Activities	Technological Controls	2	What alerting rules are configured?	Alerting configuration review. Look for: alert rules documented; thresholds appropriate; severity levels defined; tuning process.	What triggers alerts?	CONFIG; PROCEDURE	Document	Alert rules documented and thresholds appropriate and severity levels and tuning process and regular review and effectiveness measured	Rules not documented; Thresholds inappropriate; Severity undefined; No tuning; No review	Monitoring alerting rules not documented or thresholds not appropriate.	High	Advisor	8.15; 5.24; 5.7	21a; 21b; 21d	
8.16	Monitoring Activities	Technological Controls	3	How are alerts investigated?	Alert investigation review. Look for: triage process; investigation procedures; SLAs for response; escalation paths.	What is alert response time?	PROCEDURE; RECORD	Document	Triage process documented and investigation procedures and response SLAs and escalation defined and metrics tracked	No triage; No procedures; No SLAs; Escalation undefined; Metrics not tracked	Alert investigation process not documented or SLAs not defined.	High	Advisor	5.24; 5.25; 5.26	21a; 21b; 21d	
8.16	Monitoring Activities	Technological Controls	4	Is anomaly detection capability in place?	Anomaly detection review. Look for: baseline establishment; anomaly detection tools; ML or behavioural analysis; tuning for environment.	Can you detect unusual activity?	CONFIG; PROCEDURE	Document	Baselines established and anomaly detection capability and ML or behavioural analysis and tuned for environment and regularly reviewed	No baselines; No anomaly detection; No ML or behavioural; Not tuned; Not reviewed	Anomaly detection capability not implemented or not tuned for environment.	High	Advisor	8.15; 5.7; 8.7	21a; 21b; 21d	
8.16	Monitoring Activities	Technological Controls	5	How is monitoring effectiveness reviewed?	Effectiveness review process. Look for: detection metrics; false positive rates; coverage gaps; improvement actions.	How do you know monitoring works?	RECORD; REPORT	Document	Detection metrics tracked and false positive rates and coverage gaps identified and improvement actions and regular review and management reporting	No metrics; False positives not tracked; Gaps not identified; No improvements; No review	Monitoring effectiveness not measured or improvement actions not tracked.	Medium	Analyst	RQ9; 5.35; 8.15	21a; 21b; 21d	
8.17	Clock Synchronisation	Technological Controls	1	Are systems synchronised to approved time sources?	Time source review. Look for: NTP configuration; approved sources such as government time servers; verification of synchronisation.	What time sources are used?	CONFIG; RECORD	Document	NTP configured and approved sources used and synchronisation verified and documented and regular checks	No NTP; Unapproved sources; Sync not verified; Not documented; No checks	Systems not synchronised to approved authoritative time sources.	High	Auditor	8.15; 8.34; 5.37		
8.17	Clock Synchronisation	Technological Controls	2	Is synchronisation monitored?	Sync monitoring review. Look for: drift detection capability; alerting on failures; verification checks; maintenance procedures.	How is sync failure detected?	CONFIG; PROCEDURE	Document	Drift detection and alerting on failures and verification checks and maintenance procedures and monitoring active	No drift detection; No alerting; No verification; No maintenance; Monitoring inactive	Clock synchronisation not monitored or drift not detected.	Medium	Advisor	8.15; 8.16; 5.37		
8.17	Clock Synchronisation	Technological Controls	3	Are time zones consistent?	Time zone consistency review. Look for: standard configuration documented; UTC storage recommended; display consistency; documentation.	Is there a time zone standard?	CONFIG; POLICY	Document	Time zone standard documented and UTC for storage recommended and consistent display and documentation and compliance verified	No standard; UTC not used; Inconsistent display; Not documented; Compliance not verified	Time zone configuration not standardised or consistency not verified.	Medium	Advisor	8.15; 5.37; 5.1		
8.17	Clock Synchronisation	Technological Controls	4	Is configuration documented?	Configuration documentation review. Look for: time source identification; configuration records; maintenance procedures; change tracking.	Is NTP config documented?	RECORD; PROCEDURE	Document	Time sources documented and configuration records and maintenance procedures and change tracking and regular review	Sources not documented; No config records; No maintenance procedures; No change tracking; Not reviewed	Clock synchronisation configuration not documented or maintained.	Medium	Auditor	8.9; 5.37; 8.15		
8.18	Use of Privileged Utility Programs	Technological Controls	1	Are privileged utilities identified?	Utility identification review. Look for: inventory of utilities; capability assessment; authorised users documented.	What utilities exist?	REGISTER; RECORD	Document	Utility inventory maintained and capabilities assessed and authorised users documented and regular review and risk assessment	No inventory; Capabilities unknown; Users not documented; Not reviewed; No risk assessment	Privileged utility programs not identified or inventoried.	High	Auditor	8.2; 5.9; 8.15	21a; 21b	
